timestamp,client_id,seq,client_ts,inter_arrival_ms,jitter_ms,raw_steering,filtered_steering,throttle,brake,handbrake
44034.43593308353,node_viva_demo,108,44034.4349469,12.88,3.72,-13.74,-11.88,180,0,0
44034.45440974282,node_viva_demo,109,44034.451546899996,18.48,1.88,-13.82,-12.56,180,0,0
44034.47177509894,node_viva_demo,110,44034.4681469,17.37,0.77,-14.38,-13.2,180,0,0
44034.48926693602,node_viva_demo,111,44034.4847469,17.49,0.89,-15.74,-14.09,180,0,0
44034.50424662974,node_viva_demo,112,44034.5013469,14.98,1.62,-16.09,-14.79,180,0,0
44034.52011667594,node_viva_demo,113,44034.5179469,15.87,0.73,-16.29,-15.31,180,0,0
44034.537946674056,node_viva_demo,114,44034.534546899995,17.83,1.23,-11.79,-14.08,180,0,0
44034.55429320043,node_viva_demo,115,44034.5511469,16.35,0.25,-15.49,-14.57,180,0,0
44034.57126427495,node_viva_demo,116,44034.5677469,16.97,0.37,-15.7,-14.97,180,0,0
44034.58577394832,node_viva_demo,117,44034.584346899996,14.51,2.09,-17.83,-15.97,180,0,0
44034.60313468786,node_viva_demo,118,44034.6009469,17.36,0.76,-19.62,-17.25,180,0,0
44034.6196824615,node_viva_demo,119,44034.6175469,16.55,0.05,-17.2,-17.23,180,0,0
44034.63711424489,node_viva_demo,120,44034.634146899996,17.43,0.83,-18.46,-17.66,180,0,0
44034.65311508213,node_viva_demo,121,44034.6507469,16.0,0.6,-19.63,-18.35,180,0,0
44034.66960281757,node_viva_demo,122,44034.667346899994,16.49,0.11,-18.66,-18.46,180,0,0
44034.686343697955,node_viva_demo,123,44034.6839469,16.74,0.14,-21.65,-19.58,180,0,0
44034.70398332843,node_viva_demo,124,44034.7005469,17.64,1.04,-24.66,-21.36,180,0,0
44034.72007914792,node_viva_demo,125,44034.717146899995,16.1,0.5,-20.69,-21.12,180,0,0
44034.73599105801,node_viva_demo,126,44034.7337469,15.91,0.69,-21.14,-21.13,180,0,0
44034.75174382784,node_viva_demo,127,44034.7503469,15.75,0.85,-18.65,-20.26,180,0,0
44034.768053754204,node_viva_demo,128,44034.766946899996,16.31,0.29,-20.29,-20.27,180,0,0
44034.78653083504,node_viva_demo,129,44034.7835469,18.48,1.88,-22.3,-20.98,180,0,0
44034.80242405766,node_viva_demo,130,44034.8001469,15.89,0.71,-21.16,-21.04,180,0,0
44034.819557798415,node_viva_demo,131,44034.816746899996,17.13,0.53,-20.21,-20.75,180,0,0
44034.83545985992,node_viva_demo,132,44034.8333469,15.9,0.7,-19.68,-20.38,180,0,0
44034.85277068498,node_viva_demo,133,44034.849946899994,17.31,0.71,-22.24,-21.03,180,0,0
44034.86909680614,node_viva_demo,134,44034.8665469,16.33,0.27,-19.02,-20.33,180,0,0
44034.88592330316,node_viva_demo,135,44034.8831469,16.83,0.23,-19.15,-19.91,180,0,0
44034.90236411518,node_viva_demo,136,44034.899746899995,16.44,0.16,-21.3,-20.4,180,0,0
44034.91945705738,node_viva_demo,137,44034.9163469,17.09,0.49,-22.83,-21.25,180,0,0
44034.93545819548,node_viva_demo,138,44034.9329469,16.0,0.6,-24.23,-22.29,180,0,0
44034.952370415725,node_viva_demo,139,44034.949546899996,16.91,0.31,-20.09,-21.52,180,0,0
44034.96983380391,node_viva_demo,140,44034.9661469,17.46,0.86,-21.73,-21.6,180,0,0
44034.98539996376,node_viva_demo,141,44034.9827469,15.57,1.03,-23.32,-22.2,180,0,0
44035.00252809685,node_viva_demo,142,44034.9993469,17.13,0.53,-20.13,-21.47,180,0,0
44035.01930130329,node_viva_demo,143,44035.0159469,16.77,0.17,-17.83,-20.2,180,0,0
44035.034897811885,node_viva_demo,144,44035.032546899994,15.6,1.0,-21.37,-20.61,180,0,0
44035.05195008479,node_viva_demo,145,44035.0491469,17.05,0.45,-21.06,-20.77,180,0,0
44035.06744330917,node_viva_demo,146,44035.0657469,15.49,1.11,-19.88,-20.46,180,0,0
44035.08396480653,node_viva_demo,147,44035.082346899995,16.52,0.08,-20.35,-20.42,180,0,0
44035.10078351828,node_viva_demo,148,44035.0989469,16.82,0.22,-20.18,-20.33,180,0,0
44035.118007037,node_viva_demo,149,44035.1155469,17.22,0.62,-18.95,-19.85,180,0,0
44035.13432262558,node_viva_demo,150,44035.132146899996,16.32,0.28,-17.81,-19.13,180,0,0
44035.15214366307,node_viva_demo,151,44035.1487469,17.82,1.22,-18.75,-19.0,180,0,0
44035.168152542545,node_viva_demo,152,44035.1653469,16.01,0.59,-17.74,-18.56,180,0,0
44035.18393457956,node_viva_demo,153,44035.1819469,15.78,0.82,-18.93,-18.69,180,0,0
44035.19954391787,node_viva_demo,154,44035.1985469,15.61,0.99,-15.59,-17.6,180,0,0
44035.21729866638,node_viva_demo,155,44035.215146899995,17.75,1.15,-12.93,-15.97,180,0,0
44035.234007344865,node_viva_demo,156,44035.2317469,16.71,0.11,-13.8,-15.21,180,0,0
44035.25099920143,node_viva_demo,157,44035.2483469,16.99,0.39,-15.59,-15.34,180,0,0
44035.26754581531,node_viva_demo,158,44035.264946899995,16.55,0.05,-13.99,-14.87,180,0,0
44035.2832465457,node_viva_demo,159,44035.2815469,15.7,0.9,-16.05,-15.28,180,0,0
44035.29975329984,node_viva_demo,160,44035.2981469,16.51,0.09,-14.73,-15.09,180,0,0
44035.31708223825,node_viva_demo,161,44035.314746899996,17.33,0.73,-12.36,-14.13,180,0,0
44035.33558573292,node_viva_demo,162,44035.3313469,18.5,1.9,-15.69,-14.68,180,0,0
44035.35059477877,node_viva_demo,163,44035.3479469,15.01,1.59,-12.59,-13.95,180,0,0
44035.36798283155,node_viva_demo,164,44035.3645469,17.39,0.79,-12.62,-13.48,180,0,0
44035.384960194046,node_viva_demo,165,44035.3811469,16.98,0.38,-11.98,-12.96,180,0,0
44035.400527747544,node_viva_demo,166,44035.397746899995,15.57,1.03,-8.34,-11.34,180,0,0
44035.41832113968,node_viva_demo,167,44035.4143469,17.79,1.19,-9.91,-10.84,180,0,0
44035.43226896285,node_viva_demo,168,44035.4309469,13.95,2.65,-12.4,-11.39,180,0,0
44035.4509726858,node_viva_demo,169,44035.447546899995,18.7,2.1,-6.93,-9.83,180,0,0
44035.46662489144,node_viva_demo,170,44035.4641469,15.65,0.95,-7.08,-8.87,180,0,0
44035.48282205552,node_viva_demo,171,44035.4807469,16.2,0.4,-5.2,-7.58,180,0,0
44035.50007557707,node_viva_demo,172,44035.497346899996,17.25,0.65,-4.29,-6.43,180,0,0
44035.51683813798,node_viva_demo,173,44035.5139469,16.76,0.16,-2.28,-4.98,180,0,0
44035.53201069825,node_viva_demo,174,44035.5305469,15.17,1.43,-2.8,-4.22,180,0,0
44035.55028030754,node_viva_demo,175,44035.5471469,18.27,1.67,-2.83,-3.73,180,0,0
44035.56723022204,node_viva_demo,176,44035.5637469,16.95,0.35,-0.34,-2.54,180,0,0
44035.582602461654,node_viva_demo,177,44035.580346899995,15.37,1.23,-5.82,-3.69,180,0,0
44035.600556625905,node_viva_demo,178,44035.5969469,17.95,1.35,-2.88,-3.41,180,0,0
44035.617268218324,node_viva_demo,179,44035.6135469,16.71,0.11,-2.49,-3.09,180,0,0
44035.63226607924,node_viva_demo,180,44035.630146899995,15.0,1.6,-1.98,-2.7,180,0,0
44035.64859262925,node_viva_demo,181,44035.6467469,16.33,0.27,1.96,-1.07,180,0,0
44035.666381069605,node_viva_demo,182,44035.6633469,17.79,1.19,4.32,0.82,180,0,0
44035.68040661705,node_viva_demo,183,44035.679946899996,14.03,2.57,4.98,2.27,180,0,0
44035.7005208529,node_viva_demo,184,44035.6965469,20.11,3.51,1.22,1.91,180,0,0
44035.71533588177,node_viva_demo,185,44035.7131469,14.82,1.78,3.54,2.48,180,0,0
44035.73310087305,node_viva_demo,186,44035.7297469,17.76,1.16,2.59,2.52,180,0,0
44035.74960961552,node_viva_demo,187,44035.7463469,16.51,0.09,2.43,2.48,180,0,0
44035.76482417244,node_viva_demo,188,44035.762946899995,15.21,1.39,6.79,3.99,180,0,0
44035.781014409156,node_viva_demo,189,44035.7795469,16.19,0.41,6.27,4.79,180,0,0
44035.798715479126,node_viva_demo,190,44035.7961469,17.7,1.1,5.68,5.1,180,0,0
44035.81614806955,node_viva_demo,191,44035.812746899996,17.43,0.83,9.13,6.51,180,0,0
44035.831837636084,node_viva_demo,192,44035.8293469,15.69,0.91,6.28,6.43,180,0,0
44035.84923772222,node_viva_demo,193,44035.8459469,17.4,0.8,8.34,7.1,180,0,0
44035.86463161384,node_viva_demo,194,44035.862546899996,15.39,1.21,10.41,8.26,180,0,0
44035.882000979815,node_viva_demo,195,44035.8791469,17.37,0.77,12.53,9.75,180,0,0
44035.89725566795,node_viva_demo,196,44035.895746899994,15.25,1.35,12.86,10.84,180,0,0
44035.91302925983,node_viva_demo,197,44035.9123469,15.77,0.83,11.94,11.23,180,0,0
44035.931308308915,node_viva_demo,198,44035.9289469,18.28,1.68,16.13,12.94,180,0,0
44035.94684019421,node_viva_demo,199,44035.945546899995,15.53,1.07,11.72,12.51,180,0,0
44035.96544376601,node_viva_demo,200,44035.9621469,18.6,2.0,15.67,13.62,180,0,0
44035.98213244596,node_viva_demo,201,44035.9787469,16.69,0.09,14.34,13.87,180,0,0
44035.99760262581,node_viva_demo,202,44035.995346899996,15.47,1.13,16.37,14.75,180,0,0
44036.013313950054,node_viva_demo,203,44036.0119469,15.71,0.89,14.41,14.63,180,0,0
44036.03077797045,node_viva_demo,204,44036.0285469,17.46,0.86,19.81,16.44,180,0,0
44036.04860626425,node_viva_demo,205,44036.045146899996,17.83,1.23,17.31,16.75,180,0,0
44036.06456929514,node_viva_demo,206,44036.0617469,15.96,0.64,18.84,17.48,180,0,0
44036.082106257556,node_viva_demo,207,44036.078346899994,17.54,0.94,19.6,18.22,180,0,0
44036.09678954574,node_viva_demo,208,44036.0949469,14.68,1.92,18.0,18.14,180,0,0
44036.11564928395,node_viva_demo,209,44036.1115469,18.86,2.26,19.73,18.7,180,0,0
44036.13065972324,node_viva_demo,210,44036.128146899995,15.01,1.59,16.68,17.99,180,0,0
44036.1473118499,node_viva_demo,211,44036.1447469,16.65,0.05,20.9,19.01,180,0,0
44036.16181319339,node_viva_demo,212,44036.1613469,14.5,2.1,20.08,19.39,180,0,0
44036.179996927756,node_viva_demo,213,44036.177946899996,18.18,1.58,18.47,19.06,180,0,0
44036.19788919592,node_viva_demo,214,44036.1945469,17.89,1.29,23.28,20.54,180,0,0
44036.21379562257,node_viva_demo,215,44036.2111469,15.91,0.69,17.32,19.41,180,0,0
44036.22993488156,node_viva_demo,216,44036.2277469,16.14,0.46,19.62,19.48,180,0,0
44036.244728741534,node_viva_demo,217,44036.2443469,14.79,1.81,23.36,20.84,180,0,0
44036.26323679833,node_viva_demo,218,44036.260946899994,18.51,1.91,20.46,20.71,180,0,0
44036.280264449575,node_viva_demo,219,44036.2775469,17.03,0.43,20.87,20.77,180,0,0
44036.29857508157,node_viva_demo,220,44036.2941469,18.31,1.71,21.06,20.87,180,0,0
44036.31229344161,node_viva_demo,221,44036.310746899995,13.72,2.88,22.0,21.26,180,0,0
44036.32901411552,node_viva_demo,222,44036.3273469,16.72,0.12,21.44,21.32,180,0,0
44036.34527777327,node_viva_demo,223,44036.3439469,16.26,0.34,22.48,21.73,180,0,0
44036.36416255013,node_viva_demo,224,44036.360546899996,18.88,2.28,21.88,21.78,180,0,0
44036.38084515787,node_viva_demo,225,44036.3771469,16.68,0.08,19.76,21.07,180,0,0
44036.39723481568,node_viva_demo,226,44036.3937469,16.39,0.21,23.21,21.82,180,0,0
44036.4130975167,node_viva_demo,227,44036.4103469,15.86,0.74,19.65,21.06,180,0,0
44036.4306165997,node_viva_demo,228,44036.4269469,17.52,0.92,22.99,21.74,180,0,0
44036.44619432351,node_viva_demo,229,44036.443546899995,15.58,1.02,21.07,21.5,180,0,0
44036.46351888194,node_viva_demo,230,44036.4601469,17.32,0.72,20.7,21.22,180,0,0
44036.47951167741,node_viva_demo,231,44036.4767469,15.99,0.61,20.21,20.87,180,0,0
44036.4962438392,node_viva_demo,232,44036.493346899995,16.73,0.13,22.67,21.5,180,0,0
44036.51373527202,node_viva_demo,233,44036.5099469,17.49,0.89,22.59,21.88,180,0,0
44036.530725686716,node_viva_demo,234,44036.5265469,16.99,0.39,17.64,20.39,180,0,0
44036.54553722675,node_viva_demo,235,44036.543146899996,14.81,1.79,24.53,21.84,180,0,0
44036.562552490024,node_viva_demo,236,44036.5597469,17.02,0.42,21.31,21.66,180,0,0
44036.57887937871,node_viva_demo,237,44036.5763469,16.33,0.27,21.82,21.71,180,0,0
44036.59587382931,node_viva_demo,238,44036.5929469,16.99,0.39,17.96,20.4,180,0,0
44036.61245579643,node_viva_demo,239,44036.6095469,16.58,0.02,20.25,20.35,180,0,0
44036.62802195285,node_viva_demo,240,44036.626146899995,15.57,1.03,20.52,20.41,180,0,0
44036.64418148402,node_viva_demo,241,44036.6427469,16.16,0.44,18.77,19.83,180,0,0
44036.6618862541,node_viva_demo,242,44036.6593469,17.7,1.1,18.9,19.51,180,0,0
44036.67841977609,node_viva_demo,243,44036.675946899995,16.53,0.07,20.54,19.87,180,0,0
44036.695258140026,node_viva_demo,244,44036.6925469,16.84,0.24,15.76,18.43,180,0,0
44036.7118263854,node_viva_demo,245,44036.7091469,16.57,0.03,15.53,17.41,180,0,0
44036.7286405314,node_viva_demo,246,44036.725746899996,16.81,0.21,14.02,16.22,180,0,0
44036.745631629456,node_viva_demo,247,44036.7423469,16.99,0.39,14.93,15.77,180,0,0
44036.76074678203,node_viva_demo,248,44036.7589469,15.12,1.48,11.99,14.45,180,0,0
44036.77891862676,node_viva_demo,249,44036.7755469,18.17,1.57,13.93,14.27,180,0,0
44036.795410474224,node_viva_demo,250,44036.7921469,16.49,0.11,11.49,13.29,180,0,0
44036.81057694205,node_viva_demo,251,44036.808746899995,15.17,1.43,10.49,12.31,180,0,0
44036.82786213231,node_viva_demo,252,44036.8253469,17.29,0.69,10.68,11.74,180,0,0
44036.84492257625,node_viva_demo,253,44036.8419469,17.06,0.46,12.4,11.97,180,0,0
44036.86183821871,node_viva_demo,254,44036.858546899995,16.92,0.32,11.98,11.98,180,0,0
44036.876428374926,node_viva_demo,255,44036.8751469,14.59,2.01,10.49,11.46,180,0,0
44036.89472151816,node_viva_demo,256,44036.8917469,18.29,1.69,8.45,10.4,180,0,0
44036.91108188569,node_viva_demo,257,44036.908346899996,16.36,0.24,11.73,10.87,180,0,0
44036.92767612702,node_viva_demo,258,44036.9249469,16.59,0.01,7.08,9.54,180,0,0
44036.943481401446,node_viva_demo,259,44036.9415469,15.81,0.79,6.92,8.63,180,0,0
44036.960504595125,node_viva_demo,260,44036.9581469,17.02,0.42,4.57,7.21,180,0,0
44036.978659835775,node_viva_demo,261,44036.9747469,18.16,1.56,5.46,6.59,180,0,0
44036.99366366726,node_viva_demo,262,44036.991346899995,15.0,1.6,8.78,7.36,180,0,0
44037.01119691287,node_viva_demo,263,44037.0079469,17.53,0.93,3.25,5.92,180,0,0
44037.02800315015,node_viva_demo,264,44037.0245469,16.81,0.21,4.43,5.4,180,0,0
44037.04457184114,node_viva_demo,265,44037.041146899996,16.57,0.03,2.51,4.39,180,0,0
44037.05869202567,node_viva_demo,266,44037.0577469,14.12,2.48,3.78,4.18,180,0,0
44037.07647424154,node_viva_demo,267,44037.0743469,17.78,1.18,2.7,3.66,180,0,0
44037.094113125226,node_viva_demo,268,44037.090946899996,17.64,1.04,-0.78,2.1,180,0,0
44037.109515858654,node_viva_demo,269,44037.1075469,15.4,1.2,-0.69,1.13,180,0,0
44037.127991279965,node_viva_demo,270,44037.1241469,18.48,1.88,-2.0,0.03,180,0,0
44037.14174485991,node_viva_demo,271,44037.1407469,13.75,2.85,0.26,0.11,180,0,0
44037.16103354599,node_viva_demo,272,44037.1573469,19.29,2.69,-1.04,-0.29,180,0,0
44037.176909008056,node_viva_demo,273,44037.173946899995,15.88,0.72,-2.03,-0.9,180,0,0
44037.1929283,node_viva_demo,274,44037.1905469,16.02,0.58,-5.62,-2.55,180,0,0
44037.209800756245,node_viva_demo,275,44037.2071469,16.87,0.27,-3.99,-3.05,180,0,0
44037.22520095805,node_viva_demo,276,44037.223746899996,15.4,1.2,-4.48,-3.55,180,0,0
44037.24370459254,node_viva_demo,277,44037.2403469,18.5,1.9,-7.41,-4.9,180,0,0
44037.2606262774,node_viva_demo,278,44037.2569469,16.92,0.32,-8.11,-6.03,180,0,0
44037.27494280509,node_viva_demo,279,44037.273546899996,14.32,2.28,-11.67,-8.0,180,0,0
44037.29360253347,node_viva_demo,280,44037.2901469,18.66,2.06,-5.95,-7.28,180,0,0
44037.308172248595,node_viva_demo,281,44037.306746899994,14.57,2.03,-8.34,-7.65,180,0,0
44037.32520071538,node_viva_demo,282,44037.3233469,17.03,0.43,-9.29,-8.23,180,0,0
44037.34216416118,node_viva_demo,283,44037.3399469,16.96,0.36,-11.07,-9.22,180,0,0
44037.358921494415,node_viva_demo,284,44037.356546899995,16.76,0.16,-10.86,-9.79,180,0,0
44037.37586007568,node_viva_demo,285,44037.3731469,16.94,0.34,-12.99,-10.91,180,0,0
44037.39228399426,node_viva_demo,286,44037.3897469,16.42,0.18,-10.92,-10.91,180,0,0
44037.409357072174,node_viva_demo,287,44037.406346899996,17.07,0.47,-10.18,-10.66,180,0,0
44037.424876123354,node_viva_demo,288,44037.4229469,15.52,1.08,-10.07,-10.45,180,0,0
